# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0      1      0      0      0      0      0   1994      5      0 
    0     94     38      0      0      0      0   1994      5      0 
    0     96     40      0      0      0      0   1994      5      0 
    0    100     47      0      0      0      0   1994      5      0 
    0    100     39      0      0      0      0   1994      5      0 
    0     93     36      0      0      0      0   1994      5      0 
    0     96     36      0      0      0      0   1994      5      0 
    0     96     43      0      0      0      0   1994      5      0 
    0    100     46      0      0      0      0   1994      5      0 
    0    100     40      0      0      0      0   1994      5      0 
    0     96     37      0      0      0      0   1994      5      0 
    0     96     35      0      0      0      0   1994      5      0 
    0     97     39      0      0      0      0   1994      5      0 
    0     97     43      0      0      0      0   1994      5      0 
    0    100     46      0      0      0      0   1994      5      0 
    0    100     42      0      0      0      0   1994      5      0 
    0    100     39      0      0      0      0   1994      5      0 
    0     95     36      0      0      0      0   1994      5      0 
    0     95     35      0      0      0      0   1994      5      0 
    0     94     33      0      0      0      0   1994      5      0 
    0     94     34      0      0      0      0   1994      5      0 
    0     97     34      0      0      0      0   1994      5      0 
    0     96     35      0      0      0      0   1994      5      0 
    0     97     37      0      0      0      0   1994      5      0 
    0     97     38      0      0      0      0   1994      5      0 
    0     97     41      0      0      0      0   1994      5      0 
    0     97     44      0      0      0      0   1994      5      0 
    0    100     45      0      0      0      0   1994      5      0 
    0    100     46      0      0      0      0   1994      5      0 
    0    100     43      0      0      0      0   1994      5      0 
    0    100     40      0      0      0      0   1994      5      0 
    0    100     39      0      0      0      0   1994      5      0 
    0    100     36      0      0      0      0   1994      5      0 
    0     93     34      0      0      0      0   1994      5      0 
    0     97     35      0      0      0      0   1994      5      0 
    0     95     34      0      0      0      0   1994      5      0 
    0     97     39      0      0      0      0   1994      5      0 
    0     97     45      0      0      0      0   1994      5      0 
    0    100     43      0      0      0      0   1994      5      0 
    0    100     39      0      0      0      0   1994      5      0 
    0     97     37      0      0      0      0   1994      5      0 
    0     97     36      0      0      0      0   1994      5      0 
    0     97     43      0      0      0      0   1994      5      0 
    0    100     45      0      0      0      0   1994      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0    100     39      0      0      0      0   1994      5      0 
    0     95     37      0      0      0      0   1994      5      0 
    0     95     36      0      0      0      0   1994      5      0 
    0     96     44      0      0      0      0   1994      5      0 
    0    100     44      0      0      0      0   1994      5      0 
    0     96     38      0      0      0      0   1994      5      0 
    0     96     37      0      0      0      0   1994      5      0 
    0     96     44      0      0      0      0   1994      5      0 
    0    100     44      0      0      0      0   1994      5      0 
    0     96     37      0      0      0      0   1994      5      0 
    0     96     37      0      0      0      0   1994      5      0 
    0     97     43      0      0      0      0   1994      5      0 
    0    100     44      0      0      0      0   1994      5      0 
    0     93     36      0      0      0      0   1994      5      0 
    0     94     36      0      0      0      0   1994      5      0 
    0     95     43      0      0      0      0   1994      5      0 
    0    100     45      0      0      0      0   1994      5      0 
    0     96     38      0      0      0      0   1994      5      0 
    0     97     37      0      0      0      0   1994      5      0 
    0    100     48      0      0      0      0   1994      5      0 
