# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0      2      0      0      0      0      0   1918      5      0 
    0     94     44      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     99     47      0      0      0      0   1986      5      0 
    0    100     41      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     96     36      0      0      0      0   1986      5      0 
    0     97     43      0      0      0      0   1986      5      0 
    0     99     48      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0     98     37      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     36      0      0      0      0   1986      5      0 
    0     97     35      0      0      0      0   1986      5      0 
    0     98     40      0      0      0      0   1986      5      0 
    0     97     45      0      0      0      0   1986      5      0 
    0    100     45      0      0      0      0   1986      5      0 
    0     97     42      0      0      0      0   1986      5      0 
    0     96     39      0      0      0      0   1986      5      0 
    0     96     35      0      0      0      0   1986      5      0 
    0     95     35      0      0      0      0   1986      5      0 
    0     95     34      0      0      0      0   1986      5      0 
    0     94     33      0      0      0      0   1986      5      0 
    0     97     34      0      0      0      0   1986      5      0 
    0     97     34      0      0      0      0   1986      5      0 
    0    100     40      0      0      0      0   1986      5      0 
    0    100     39      0      0      0      0   1986      5      0 
    0     96     36      0      0      0      0   1986      5      0 
    0     96     36      0      0      0      0   1986      5      0 
    0     97     35      0      0      0      0   1986      5      0 
    0     97     35      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     96     43      0      0      0      0   1986      5      0 
    0    100     45      0      0      0      0   1986      5      0 
    0    100     42      0      0      0      0   1986      5      0 
    0    100     39      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     96     36      0      0      0      0   1986      5      0 
    0     97     39      0      0      0      0   1986      5      0 
    0    100     47      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0     97     36      0      0      0      0   1986      5      0 
    0     97     39      0      0      0      0   1986      5      0 
    0    100     47      0      0      0      0   1986      5      0 
    0    100     41      0      0      0      0   1986      5      0 
    0     95     37      0      0      0      0   1986      5      0 
    0     95     36      0      0      0      0   1986      5      0 
    0     95     45      0      0      0      0   1986      5      0 
    0    100     45      0      0      0      0   1986      5      0 
    0     96     37      0      0      0      0   1986      5      0 
    0     96     37      0      0      0      0   1986      5      0 
    0     97     43      0      0      0      0   1986      5      0 
    0    100     44      0      0      0      0   1986      5      0 
    0     96     37      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     46      0      0      0      0   1986      5      0 
    0    100     42      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     40      0      0      0      0   1986      5      0 
    0    100     47      0      0      0      0   1986      5      0 
    0     96     38      0      0      0      0   1986      5      0 
    0     96     38      0      0      0      0   1986      5      0 
    0     97     43      0      0      0      0   1986      5      0 
    0    100     45      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0    100     48      0      0      0      0   1986      5      0 
    0     99     40      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     45      0      0      0      0   1986      5      0 
    0    100     42      0      0      0      0   1986      5      0 
    0     97     39      0      0      0      0   1986      5      0 
    0     97     41      0      0      0      0   1986      5      0 
    0    100     48      0      0      0      0   1986      5      0 
    0    100     40      0      0      0      0   1986      5      0 
    0     96     38      0      0      0      0   1986      5      0 
    0     97     42      0      0      0      0   1986      5      0 
    0    100     46      0      0      0      0   1986      5      0 
    0     97     39      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     96     44      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     98     36      0      0      0      0   1986      5      0 
    0     97     46      0      0      0      0   1986      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0    100     42      0      0      0      0   1986      5      0 
    0     95     37      0      0      0      0   1986      5      0 
    0     95     37      0      0      0      0   1986      5      0 
    0     95     40      0      0      0      0   1986      5      0 
    0    100     48      0      0      0      0   1986      5      0 
    0    100     41      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     36      0      0      0      0   1986      5      0 
    0     97     45      0      0      0      0   1986      5      0 
    0    100     44      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     40      0      0      0      0   1986      5      0 
    0    100     48      0      0      0      0   1986      5      0 
    0    100     42      0      0      0      0   1986      5      0 
    0     96     37      0      0      0      0   1986      5      0 
    0     96     36      0      0      0      0   1986      5      0 
    0     95     38      0      0      0      0   1986      5      0 
    0     97     45      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     39      0      0      0      0   1986      5      0 
    0     99     46      0      0      0      0   1986      5      0 
    0    100     44      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     39      0      0      0      0   1986      5      0 
    0     97     45      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0    100     38      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     96     45      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0     98     37      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     40      0      0      0      0   1986      5      0 
    0    100     46      0      0      0      0   1986      5      0 
    0     97     42      0      0      0      0   1986      5      0 
    0     97     40      0      0      0      0   1986      5      0 
    0    100     47      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0     92     35      0      0      0      0   1986      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0     95     37      0      0      0      0   1986      5      0 
    0     96     37      0      0      0      0   1986      5      0 
    0     97     46      0      0      0      0   1986      5      0 
    0    100     42      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     36      0      0      0      0   1986      5      0 
    0     97     45      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     36      0      0      0      0   1986      5      0 
    0     97     44      0      0      0      0   1986      5      0 
    0    100     44      0      0      0      0   1986      5      0 
    0     95     37      0      0      0      0   1986      5      0 
    0     97     36      0      0      0      0   1986      5      0 
    0     97     42      0      0      0      0   1986      5      0 
    0    100     45      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     96     43      0      0      0      0   1986      5      0 
    0    100     45      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     43      0      0      0      0   1986      5      0 
    0    100     44      0      0      0      0   1986      5      0 
    0     96     38      0      0      0      0   1986      5      0 
    0     95     36      0      0      0      0   1986      5      0 
    0     95     41      0      0      0      0   1986      5      0 
    0    100     48      0      0      0      0   1986      5      0 
    0    100     41      0      0      0      0   1986      5      0 
    0     96     37      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     47      0      0      0      0   1986      5      0 
    0    100     42      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     45      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0     95     37      0      0      0      0   1986      5      0 
    0     95     36      0      0      0      0   1986      5      0 
    0     96     42      0      0      0      0   1986      5      0 
    0    100     47      0      0      0      0   1986      5      0 
    0    100     40      0      0      0      0   1986      5      0 
    0     96     37      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0     98     47      0      0      0      0   1986      5      0 
    0    100     42      0      0      0      0   1986      5      0 
    0     97     39      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     44      0      0      0      0   1986      5      0 
    0    100     44      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     95     36      0      0      0      0   1986      5      0 
    0     96     39      0      0      0      0   1986      5      0 
    0     95     46      0      0      0      0   1986      5      0 
    0    100     44      0      0      0      0   1986      5      0 
    0     97     38      0      0      0      0   1986      5      0 
    0     97     37      0      0      0      0   1986      5      0 
    0     97     41      0      0      0      0   1986      5      0 
    0    100     47      0      0      0      0   1986      5      0 
    0    100     40      0      0      0      0   1986      5      0 
    0     94     37      0      0      0      0   1986      5      0 
    0     96     37      0      0      0      0   1986      5      0 
    0     98     45      0      0      0      0   1986      5      0 
    0    100     43      0      0      0      0   1986      5      0 
    0     81     29      0      0      0      0   1986      5      0 
    0     88     30      0      0      0      0   1986      5      0 
    0     90     30      0      0      0      0   1986      5      0 
    0     93     30      0      0      0      0   1986      5      0 
    0     94     31      0      0      0      0   1986      5      0 
    0     95     31      0      0      0      0   1986      5      0 
    0     94     31      0      0      0      0   1986      5      0 
    0     95     32      0      0      0      0   1986      5      0 
    0     95     31      0      0      0      0   1986      5      0 
    0     95     31      0      0      0      0   1986      5      0 
    0     96     31      0      0      0      0   1986      5      0 
