Epoch,Step Avg Time,Overall Step Time,# Calls,Epoch Time,Training Loss,Validation Loss,Validation Accuracy
1,10.332318893432618,6457.699308395386,625,40.9132981300354,4.0175701568603515,3.589368596957747,16.21
2,10.023968688964844,6264.980430603027,625,39.55541014671326,3.452449494934082,3.218893374607062,22.01
3,10.022115675354003,6263.822297096252,625,39.563971519470215,3.115198053741455,2.94115372372281,27.07
4,10.020166014099122,6262.603758811951,625,39.573681116104126,2.8494543689727783,2.7271984853562277,30.82
5,10.022174700927735,6263.859188079834,625,39.56791853904724,2.655463129425049,2.5864908087785077,33.16
6,10.019638458251952,6262.274036407471,625,39.57508563995361,2.48696398601532,2.4699282570249714,35.95
7,10.021689692687989,6263.556057929993,625,39.56062722206116,2.3526728387832643,2.348135696854561,38.59
8,10.019382856750488,6262.114285469055,625,39.568187952041626,2.2174106859207154,2.2845298773164204,40.6
9,10.021301434326173,6263.313396453857,625,39.57987928390503,2.1010374883651735,2.2286692736255134,41.75
10,10.019074877929688,6261.921798706055,625,39.56364369392395,1.9858828788757323,2.1527877005801836,43.14
11,10.021812577819825,6263.63286113739,625,39.556912660598755,1.8848670484542847,2.102292237008453,44.63
12,10.019364842224121,6262.103026390076,625,39.58610200881958,1.774015002822876,2.063937586583909,45.68
13,10.021866668701172,6263.666667938232,625,39.56736731529236,1.6690150014877319,2.051065312828987,46.3
14,10.033669705200195,6271.043565750122,625,39.60491895675659,1.5721410877227784,2.044314600859478,46.39
15,10.021368563842774,6263.355352401733,625,39.6415741443634,1.483597926235199,1.9890527641697295,48.34
16,10.036600804138184,6272.875502586365,625,39.730939626693726,1.38908022813797,1.975129835924525,48.56
17,10.02130962677002,6263.318516731262,625,39.57201433181763,1.3052352628707886,1.9944280689689005,48.52
18,10.019689234924316,6262.305771827698,625,39.567946672439575,1.221745052242279,1.9892175729107704,49.53
19,10.021902687072753,6263.689179420471,625,39.583494663238525,1.1349829369544984,1.9891341051478295,49.78
20,10.019803944396973,6262.377465248108,625,39.55323815345764,1.0565087511062623,2.0052886320527192,49.85
21,10.021458721923828,6263.411701202393,625,39.57980489730835,0.9797315442085266,2.003684957315967,50.5
22,10.02061983947754,6262.887399673462,625,39.559041261672974,0.9112266825675964,2.073510333990595,49.72
23,10.021702810668945,6263.564256668091,625,39.57917642593384,0.8287696514606476,2.0789010433634374,50.74
24,10.019708941650391,6262.318088531494,625,39.581949949264526,0.7603224134922028,2.114478855376031,50.02
25,10.02170612487793,6263.566328048706,625,39.55898952484131,0.693741078042984,2.156331552062065,50.31
26,10.01957127685547,6262.232048034668,625,39.56441926956177,0.6337962594032288,2.1858931240762116,50.56
27,10.021606158447266,6263.503849029541,625,39.57402586936951,0.5810741979598999,2.2039802157954806,51.28
28,10.019858010864258,6262.411256790161,625,39.56511092185974,0.5242171800613403,2.2493398424926077,50.69
29,10.021801135253906,6263.625709533691,625,39.63370728492737,0.47518722920417783,2.3083012658319655,50.9
30,10.043906434631348,6277.441521644592,625,39.7503821849823,0.4388068810224533,2.354478547527532,50.83
31,10.02195676422119,6263.722977638245,625,39.570908546447754,0.40514242317676546,2.3575381253175673,51.39
32,10.019350102233886,6262.093813896179,625,39.570011615753174,0.3711458475828171,2.4080065261026857,50.94
33,10.021391540527343,6263.36971282959,625,39.57226586341858,0.341460441493988,2.4363653158685965,50.92
34,10.018722611999511,6261.701632499695,625,39.58423733711243,0.3096612797379494,2.474744307007759,51.21
35,10.021499641418457,6263.437275886536,625,39.59256148338318,0.2853951470375061,2.565066408959164,50.44
36,10.019300955200196,6262.063097000122,625,39.58323931694031,0.2673161370396614,2.59924152398565,50.91
Total time:,1529.794898,,,,,,
Total Accuracy:,51.94,,,,,,
