Epoch,Step Avg Time,Overall Step Time,# Calls,Epoch Time,Training Loss,Validation Loss,Validation Accuracy
1,4.463239218902588,2789.5245118141174,625,36.70280408859253,4.015972247695923,3.5699508660917827,16.17
2,4.187440795135498,2617.1504969596863,625,35.98521018028259,3.4364844814300537,3.1957247454649322,22.63
3,4.1867592155456546,2616.724509716034,625,35.95013189315796,3.098252279281616,2.9353677300131245,26.93
4,4.186698598480224,2616.6866240501404,625,35.94667840003967,2.8402970199584963,2.714815259739092,30.94
5,4.186913232421875,2616.820770263672,625,35.99608588218689,2.6522930526733397,2.605880094941255,33.25
6,4.1864036811828615,2616.5023007392883,625,35.97332811355591,2.4888963422775268,2.483164377273268,36.1
7,4.183254642486572,2614.5341515541077,625,35.95769381523132,2.353424460411072,2.3717588915187084,38.48
8,4.182732005310059,2614.2075033187866,625,35.94308018684387,2.2213628116607667,2.290774350713013,40.14
9,4.1823862937927245,2613.991433620453,625,35.94424343109131,2.103190933227539,2.253652138315189,40.91
10,4.182468210601806,2614.042631626129,625,35.93853044509888,1.9999297887802123,2.1598378290795974,43.18
11,4.182664828491211,2614.165517807007,625,35.94619560241699,1.8933845724105836,2.105788432109128,44.51
12,4.18232894744873,2613.9555921554565,625,35.94106340408325,1.7878610090255738,2.0815000177189042,45.44
13,4.182702516937256,2614.189073085785,625,35.9562623500824,1.6833616172790526,2.060658518675786,46.84
14,4.182474765777588,2614.0467286109924,625,35.95989537239075,1.5870740426063537,2.042066155725224,46.75
15,4.182632051849366,2614.1450324058533,625,35.961857318878174,1.4957809606552124,1.9691919202257873,48.51
16,4.182440366363525,2614.0252289772034,625,36.02842569351196,1.4096785629272461,1.9938698202181773,48.66
17,4.186284049987793,2616.4275312423706,625,36.073344469070435,1.3258490171432495,1.9937374910731225,48.86
18,4.182635327911377,2614.1470799446106,625,35.961042165756226,1.2335199282646179,1.9855867647061682,49.51
19,4.182523928070069,2614.0774550437927,625,35.952303886413574,1.147089688873291,1.9517647650591128,50.73
20,4.182297821044922,2613.936138153076,625,35.94180870056152,1.0749681305885315,2.0258536877905486,49.67
21,4.182322396850586,2613.951498031616,625,35.96031045913696,0.9981564449310303,2.003669728898698,51.12
22,4.182514091491699,2614.071307182312,625,35.96732759475708,0.9157527215957642,2.0367049115478615,50.42
23,4.182515725708008,2614.072328567505,625,35.9611930847168,0.8411477897167206,2.0513417409483794,50.8
24,4.182546853637695,2614.0917835235596,625,35.94870376586914,0.7689080541610718,2.1331388365690875,50.3
25,4.182735281372071,2614.209550857544,625,35.95754814147949,0.7078874722957611,2.164810828342559,50.12
26,4.18260912399292,2614.130702495575,625,35.95492935180664,0.6460607924461365,2.1816782313547316,50.92
Total time:,1010.611838,,,,,,
Total Accuracy:,51.34,,,,,,
