# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0      1      0      0      0      0      0   1936      5      0 
    0    100     49      0      0      0      0   2048      5      0 
    0     96     29      0      0      0      0   2048      5      0 
    0     98     36      0      0      0      0   2048      5      0 
    0    100     46      0      0      0      0   2048      5      0 
    0     97     30      0      0      0      0   2048      5      0 
    0     97     33      0      0      0      0   2048      5      0 
    0    100     51      0      0      0      0   2048      5      0 
    0    100     33      0      0      0      0   2048      5      0 
    0     94     28      0      0      0      0   2048      5      0 
    0     87     35      0      0      0      0   2048      5      0 
    0     96     50      0      0      0      0   2048      5      0 
    0    100     36      0      0      0      0   2048      5      0 
    0     97     30      0      0      0      0   2048      5      0 
    0     97     39      0      0      0      0   2048      5      0 
    0    100     47      0      0      0      0   2048      5      0 
    0    100     31      0      0      0      0   2048      5      0 
    0     97     29      0      0      0      0   2048      5      0 
    0     97     43      0      0      0      0   2048      5      0 
    0    100     45      0      0      0      0   2048      5      0 
    0    100     30      0      0      0      0   2048      5      0 
    0     94     27      0      0      0      0   2048      5      0 
    0     96     36      0      0      0      0   2048      5      0 
    0     97     48      0      0      0      0   2048      5      0 
    0    100     40      0      0      0      0   2048      5      0 
    0     97     28      0      0      0      0   2048      5      0 
    0     97     28      0      0      0      0   2048      5      0 
    0     95     37      0      0      0      0   2048      5      0 
    0     99     51      0      0      0      0   2048      5      0 
    0    100     38      0      0      0      0   2048      5      0 
    0     97     28      0      0      0      0   2048      5      0 
    0     97     48      0      0      0      0   2048      5      0 
    0    100     39      0      0      0      0   2048      5      0 
    0     97     28      0      0      0      0   2048      5      0 
    0     97     28      0      0      0      0   2048      5      0 
    0     95     38      0      0      0      0   2048      5      0 
    0     96     47      0      0      0      0   2048      5      0 
    0    100     45      0      0      0      0   2048      5      0 
    0    100     33      0      0      0      0   2048      5      0 
    0     97     29      0      0      0      0   2048      5      0 
    0     97     28      0      0      0      0   2048      5      0 
    0     97     40      0      0      0      0   2048      5      0 
    0    100     50      0      0      0      0   2048      5      0 
    0    100     39      0      0      0      0   2048      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0    100     30      0      0      0      0   2048      5      0 
    0     97     27      0      0      0      0   2048      5      0 
    0     96     27      0      0      0      0   2048      5      0 
    0     95     38      0      0      0      0   2048      5      0 
    0     96     46      0      0      0      0   2048      5      0 
    0    100     46      0      0      0      0   2048      5      0 
    0    100     38      0      0      0      0   2048      5      0 
    0    100     30      0      0      0      0   2048      5      0 
    0     97     28      0      0      0      0   2048      5      0 
    0     96     27      0      0      0      0   2048      5      0 
    0     96     30      0      0      0      0   2048      5      0 
    0     96     40      0      0      0      0   2048      5      0 
    0     97     47      0      0      0      0   2048      5      0 
    0    100     45      0      0      0      0   2048      5      0 
    0    100     37      0      0      0      0   2048      5      0 
    0    100     31      0      0      0      0   2048      5      0 
    0     97     27      0      0      0      0   2048      5      0 
    0     96     27      0      0      0      0   2048      5      0 
    0     97     26      0      0      0      0   2048      5      0 
    0     95     31      0      0      0      0   2048      5      0 
    0     96     37      0      0      0      0   2048      5      0 
    0     97     44      0      0      0      0   2048      5      0 
    0    100     49      0      0      0      0   2048      5      0 
    0    100     43      0      0      0      0   2048      5      0 
    0    100     37      0      0      0      0   2048      5      0 
    0    100     33      0      0      0      0   2048      5      0 
    0     97     27      0      0      0      0   2048      5      0 
    0     97     28      0      0      0      0   2048      5      0 
    0     97     26      0      0      0      0   2048      5      0 
    0     97     27      0      0      0      0   2048      5      0 
    0     96     33      0      0      0      0   2048      5      0 
    0     96     36      0      0      0      0   2048      5      0 
    0     95     40      0      0      0      0   2048      5      0 
    0     97     44      0      0      0      0   2048      5      0 
    0     98     48      0      0      0      0   2048      5      0 
    0    100     45      0      0      0      0   2048      5      0 
    0    100     39      0      0      0      0   2048      5      0 
    0    100     36      0      0      0      0   2048      5      0 
    0    100     31      0      0      0      0   2048      5      0 
    0     98     27      0      0      0      0   2048      5      0 
    0     97     27      0      0      0      0   2048      5      0 
    0     97     28      0      0      0      0   2048      5      0 
    0     97     26      0      0      0      0   2048      5      0 
    0     95     27      0      0      0      0   2048      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0     95     32      0      0      0      0   2048      5      0 
    0     95     35      0      0      0      0   2048      5      0 
    0     94     38      0      0      0      0   2048      5      0 
    0     97     43      0      0      0      0   2048      5      0 
    0     97     47      0      0      0      0   2048      5      0 
    0    100     48      0      0      0      0   2048      5      0 
    0     97     27      0      0      0      0   2048      5      0 
    0     97     27      0      0      0      0   2048      5      0 
    0     97     25      0      0      0      0   2048      5      0 
    0     97     32      0      0      0      0   2048      5      0 
    0     97     37      0      0      0      0   2048      5      0 
    0     97     44      0      0      0      0   2048      5      0 
    0     97     48      0      0      0      0   2048      5      0 
    0    100     47      0      0      0      0   2048      5      0 
    0    100     42      0      0      0      0   2048      5      0 
    0    100     39      0      0      0      0   2048      5      0 
    0    100     35      0      0      0      0   2048      5      0 
