# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0      2      0      0      0      0      0   1968      5      0 
    0     93     43      0      0      0      0   1968      5      0 
    0    100     50      0      0      0      0   1968      5      0 
    0    100     40      0      0      0      0   1968      5      0 
    0    100     32      0      0      0      0   1968      5      0 
    0     93     26      0      0      0      0   1968      5      0 
    0     96     27      0      0      0      0   1968      5      0 
    0     93     26      0      0      0      0   1968      5      0 
    0     95     26      0      0      0      0   1968      5      0 
    0     96     26      0      0      0      0   1968      5      0 
    0     96     31      0      0      0      0   1968      5      0 
    0     97     35      0      0      0      0   1968      5      0 
    0     96     38      0      0      0      0   1968      5      0 
    0     96     39      0      0      0      0   1968      5      0 
    0     97     40      0      0      0      0   1968      5      0 
    0     97     42      0      0      0      0   1968      5      0 
    0     97     42      0      0      0      0   1968      5      0 
    0     96     42      0      0      0      0   1968      5      0 
    0     96     41      0      0      0      0   1968      5      0 
    0     94     38      0      0      0      0   1968      5      0 
    0     95     33      0      0      0      0   1968      5      0 
    0     93     27      0      0      0      0   1968      5      0 
    0     93     23      0      0      0      0   1968      5      0 
    0     96     25      0      0      0      0   1968      5      0 
    0     96     26      0      0      0      0   1968      5      0 
    0     97     25      0      0      0      0   1968      5      0 
    0     97     25      0      0      0      0   1968      5      0 
    0    100     28      0      0      0      0   1968      5      0 
    0    100     32      0      0      0      0   1968      5      0 
    0    100     35      0      0      0      0   1968      5      0 
    0    100     38      0      0      0      0   1968      5      0 
    0    100     40      0      0      0      0   1968      5      0 
    0    100     46      0      0      0      0   1968      5      0 
    0     99     47      0      0      0      0   1968      5      0 
    0     96     45      0      0      0      0   1968      5      0 
    0     96     43      0      0      0      0   1968      5      0 
    0     97     41      0      0      0      0   1968      5      0 
    0     97     42      0      0      0      0   1968      5      0 
    0     97     44      0      0      0      0   1968      5      0 
    0     97     46      0      0      0      0   1968      5      0 
    0     98     47      0      0      0      0   1968      5      0 
    0    100     48      0      0      0      0   1968      5      0 
    0    100     46      0      0      0      0   1968      5      0 
    0    100     43      0      0      0      0   1968      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0     99     39      0      0      0      0   1968      5      0 
    0     99     36      0      0      0      0   1968      5      0 
    0     99     33      0      0      0      0   1968      5      0 
    0     99     32      0      0      0      0   1968      5      0 
    0     99     29      0      0      0      0   1968      5      0 
    0     97     26      0      0      0      0   1968      5      0 
    0     97     26      0      0      0      0   1968      5      0 
    0     97     26      0      0      0      0   1968      5      0 
    0    100     45      0      0      0      0   1968      5      0 
    0    100     37      0      0      0      0   1968      5      0 
    0    100     30      0      0      0      0   1968      5      0 
    0     97     27      0      0      0      0   1968      5      0 
    0     97     28      0      0      0      0   1968      5      0 
    0     96     27      0      0      0      0   1968      5      0 
    0     95     34      0      0      0      0   1968      5      0 
    0     95     41      0      0      0      0   1968      5      0 
    0     94     46      0      0      0      0   1968      5      0 
    0    100     49      0      0      0      0   1968      5      0 
    0    100     42      0      0      0      0   1968      5      0 
    0    100     36      0      0      0      0   1968      5      0 
    0    100     30      0      0      0      0   1968      5      0 
    0     96     27      0      0      0      0   1968      5      0 
    0     96     28      0      0      0      0   1968      5      0 
    0     97     30      0      0      0      0   1968      5      0 
    0     96     39      0      0      0      0   1968      5      0 
    0     97     46      0      0      0      0   1968      5      0 
    0    100     46      0      0      0      0   1968      5      0 
    0    100     38      0      0      0      0   1968      5      0 
    0    100     31      0      0      0      0   1968      5      0 
    0     94     26      0      0      0      0   1968      5      0 
    0     95     26      0      0      0      0   1968      5      0 
    0     95     25      0      0      0      0   1968      5      0 
    0     96     34      0      0      0      0   1968      5      0 
    0     97     42      0      0      0      0   1968      5      0 
    0     99     49      0      0      0      0   1968      5      0 
    0    100     41      0      0      0      0   1968      5      0 
    0    100     35      0      0      0      0   1968      5      0 
    0     98     28      0      0      0      0   1968      5      0 
    0     96     27      0      0      0      0   1968      5      0 
    0     95     26      0      0      0      0   1968      5      0 
    0     97     33      0      0      0      0   1968      5      0 
    0     97     41      0      0      0      0   1968      5      0 
    0     94     46      0      0      0      0   1968      5      0 
    0    100     50      0      0      0      0   1968      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0    100     45      0      0      0      0   1968      5      0 
    0    100     39      0      0      0      0   1968      5      0 
    0    100     33      0      0      0      0   1968      5      0 
    0     96     27      0      0      0      0   1968      5      0 
    0     96     28      0      0      0      0   1968      5      0 
