# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0      4      0      0      0      0      0   1968      5      0 
    0     99     33      0      0      0      0   1968      5      0 
    0    100     31      0      0      0      0   1968      5      0 
    0     96     27      0      0      0      0   1968      5      0 
    0     97     27      0      0      0      0   1968      5      0 
    0     97     31      0      0      0      0   1968      5      0 
    0     97     39      0      0      0      0   1968      5      0 
    0     97     45      0      0      0      0   1968      5      0 
    0    100     48      0      0      0      0   1968      5      0 
    0    100     44      0      0      0      0   1968      5      0 
    0    100     41      0      0      0      0   1968      5      0 
    0    100     38      0      0      0      0   1968      5      0 
    0     99     36      0      0      0      0   1968      5      0 
    0    100     34      0      0      0      0   1968      5      0 
    0    100     36      0      0      0      0   1968      5      0 
    0     99     36      0      0      0      0   1968      5      0 
    0    100     36      0      0      0      0   1968      5      0 
    0    100     36      0      0      0      0   1968      5      0 
    0    100     37      0      0      0      0   1968      5      0 
    0    100     39      0      0      0      0   1968      5      0 
    0    100     39      0      0      0      0   1968      5      0 
    0    100     40      0      0      0      0   1968      5      0 
    0    100     43      0      0      0      0   1968      5      0 
    0    100     46      0      0      0      0   1968      5      0 
    0     98     46      0      0      0      0   1968      5      0 
    0     97     43      0      0      0      0   1968      5      0 
    0     94     39      0      0      0      0   1968      5      0 
    0     94     32      0      0      0      0   1968      5      0 
    0     95     26      0      0      0      0   1968      5      0 
    0     97     25      0      0      0      0   1968      5      0 
    0     96     25      0      0      0      0   1968      5      0 
    0     93     25      0      0      0      0   1968      5      0 
    0    100     35      0      0      0      0   1968      5      0 
    0     99     39      0      0      0      0   1968      5      0 
    0     99     45      0      0      0      0   1968      5      0 
    0    100     47      0      0      0      0   1968      5      0 
    0    100     48      0      0      0      0   1968      5      0 
    0    100     46      0      0      0      0   1968      5      0 
    0    100     45      0      0      0      0   1968      5      0 
    0    100     44      0      0      0      0   1968      5      0 
    0    100     42      0      0      0      0   1968      5      0 
    0     99     43      0      0      0      0   1968      5      0 
    0    100     41      0      0      0      0   1968      5      0 
    0    100     38      0      0      0      0   1968      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0    100     35      0      0      0      0   1968      5      0 
    0    100     33      0      0      0      0   1968      5      0 
    0    100     29      0      0      0      0   1968      5      0 
    0     96     27      0      0      0      0   1968      5      0 
    0     96     27      0      0      0      0   1968      5      0 
    0     97     26      0      0      0      0   1968      5      0 
    0     97     25      0      0      0      0   1968      5      0 
    0     97     30      0      0      0      0   1968      5      0 
    0    100     38      0      0      0      0   1968      5      0 
    0    100     35      0      0      0      0   1968      5      0 
    0    100     29      0      0      0      0   1968      5      0 
    0     95     26      0      0      0      0   1968      5      0 
    0     97     27      0      0      0      0   1968      5      0 
    0     97     35      0      0      0      0   1968      5      0 
    0     97     32      0      0      0      0   1968      5      0 
    0     96     40      0      0      0      0   1968      5      0 
    0     96     46      0      0      0      0   1968      5      0 
    0    100     46      0      0      0      0   1968      5      0 
    0    100     38      0      0      0      0   1968      5      0 
    0    100     31      0      0      0      0   1968      5      0 
    0     97     27      0      0      0      0   1968      5      0 
    0     96     27      0      0      0      0   1968      5      0 
    0     95     28      0      0      0      0   1968      5      0 
    0     95     35      0      0      0      0   1968      5      0 
    0     95     40      0      0      0      0   1968      5      0 
    0     94     46      0      0      0      0   1968      5      0 
    0    100     46      0      0      0      0   1968      5      0 
    0    100     39      0      0      0      0   1968      5      0 
    0    100     32      0      0      0      0   1968      5      0 
    0     97     27      0      0      0      0   1968      5      0 
    0     93     26      0      0      0      0   1968      5      0 
    0     96     28      0      0      0      0   1968      5      0 
    0     97     38      0      0      0      0   1968      5      0 
    0     97     45      0      0      0      0   1968      5      0 
    0    100     48      0      0      0      0   1968      5      0 
    0    100     39      0      0      0      0   1968      5      0 
    0    100     33      0      0      0      0   1968      5      0 
    0     98     28      0      0      0      0   1968      5      0 
    0     94     26      0      0      0      0   1968      5      0 
    0     94     26      0      0      0      0   1968      5      0 
    0     96     27      0      0      0      0   1968      5      0 
    0     97     36      0      0      0      0   1968      5      0 
    0     97     43      0      0      0      0   1968      5      0 
    0     97     48      0      0      0      0   1968      5      0 
# gpu     sm    mem    enc    dec    jpg    ofa     fb   bar1   ccpm 
# Idx      %      %      %      %      %      %     MB     MB     MB 
    0     97     45      0      0      0      0   1968      5      0 
    0    100     40      0      0      0      0   1968      5      0 
    0    100     34      0      0      0      0   1968      5      0 
    0     98     27      0      0      0      0   1968      5      0 
    0     97     28      0      0      0      0   1968      5      0 
    0     93     25      0      0      0      0   1968      5      0 
    0     94     25      0      0      0      0   1968      5      0 
    0     93     26      0      0      0      0   1968      5      0 
    0     97     32      0      0      0      0   1968      5      0 
