Epoch,Step Avg Time,Overall Step Time,# Calls,Epoch Time,Training Loss,Validation Loss,Validation Accuracy
1,11.42811195526123,7142.569972038269,625,41.12816905975342,4.013439367675781,3.564917178670312,16.53
2,10.237167184448243,6398.229490280151,625,39.76713037490845,3.4445110290527343,3.2262927362114002,21.96
3,10.234558892822266,6396.599308013916,625,39.75481915473938,3.1196340881347657,2.9632418626432964,26.7
4,10.229784609985352,6393.615381240845,625,39.75353503227234,2.856720072555542,2.7479310612769643,30.46
5,10.235600901794433,6397.250563621521,625,39.77238869667053,2.6626636753082273,2.6062157746333225,33.19
6,10.228698352050781,6392.936470031738,625,39.736600160598755,2.5004958881378174,2.4854676404576392,36.33
7,10.234822677612305,6396.76417350769,625,39.75034832954407,2.3607726343154907,2.377467765929593,38.36
8,10.229933699035644,6393.708561897278,625,39.744067668914795,2.2310356119155883,2.28543866060342,40.24
9,10.235469850158692,6397.168656349182,625,39.75391745567322,2.111045959854126,2.2652099724787815,40.56
10,10.228781898498536,6392.9886865615845,625,39.7697548866272,2.000154211997986,2.1581688800435157,43.11
11,10.23482430267334,6396.765189170837,625,39.788480043411255,1.8962106531143188,2.1092587033654473,44.38
12,10.23025650024414,6393.910312652588,625,39.74754095077515,1.7859891237258911,2.0638079339531576,45.7
13,10.23573688659668,6397.335554122925,625,39.7822961807251,1.6853237438201905,2.067637324333191,46.3
14,10.280668420410157,6425.417762756348,625,39.85328006744385,1.590455920791626,2.044411912085904,46.51
15,10.235150343322754,6396.968964576721,625,39.827884674072266,1.5042459022521972,1.9835152261576074,48.28
16,10.249433958435059,6405.896224021912,625,39.9593551158905,1.4116744853973389,1.983911920504965,48.88
17,10.236529849243164,6397.8311557769775,625,39.76691722869873,1.3226761172294617,2.0177792242378185,48.33
18,10.229853421020508,6393.658388137817,625,39.77274942398071,1.2387690141677856,1.9792717740793897,49.85
19,10.236030154418945,6397.518846511841,625,39.784820318222046,1.1597971195220946,1.9955203829297594,50.37
20,10.230643157958985,6394.151973724365,625,39.77633190155029,1.0725562190055846,2.008442932633078,50.14
21,10.236495463562012,6397.809664726257,625,39.77894878387451,1.001344966506958,2.0028511126329946,50.78
22,10.229914048767089,6393.696280479431,625,39.79175853729248,0.9215187278747559,2.0452942855798515,50.79
23,10.236030155944825,6397.518847465515,625,39.759955406188965,0.8462293487548828,2.0633141235181482,51.27
24,10.231006858825683,6394.379286766052,625,39.75036811828613,0.768885855436325,2.1111336847779096,50.67
25,10.236454486083984,6397.78405380249,625,39.74761343002319,0.7074260890007019,2.1601807752232642,50.75
26,10.229755113220214,6393.596945762634,625,39.748393297195435,0.6515574885845185,2.176547974537892,50.81
27,10.236292295837403,6397.6826848983765,625,39.745940923690796,0.5952347620487213,2.1930580997163323,51.9
28,10.231108441162108,6394.442775726318,625,39.74796199798584,0.5376550120830536,2.262076295105515,51.49
29,10.236875537109375,6398.047210693359,625,39.79535102844238,0.48758993468284606,2.290354741606743,51.15
30,10.229945175170899,6393.7157344818115,625,39.73893737792969,0.44574766206741334,2.3405515805930848,51.4
31,10.369853022766113,6481.158139228821,625,39.929787397384644,0.41603777685165405,2.328649583895495,51.81
32,10.23035804901123,6393.973780632019,625,39.757728815078735,0.3704231092453003,2.401620466997669,51.41
Total time:,1366.334773,,,,,,
Total Accuracy:,51.99,,,,,,
