Epoch,Step Avg Time,Overall Step Time,# Calls,Epoch Time,Training Loss,Validation Loss,Validation Accuracy
1,10.403443505859375,6502.152191162109,625,40.91054701805115,4.009564553070068,3.579265430474737,16.23
2,10.06749287109375,6292.183044433594,625,39.562625885009766,3.4489039501190186,3.212644305198815,22.21
3,10.064874671936035,6290.546669960022,625,39.58053231239319,3.109386102294922,2.924907556764639,27.27
4,10.05984475250244,6287.402970314026,625,39.55487394332886,2.8444424514770508,2.725213978700577,30.89
5,10.063668817138671,6289.79301071167,625,39.55998396873474,2.6542716903686525,2.5809207554835423,33.76
6,10.060260899353027,6287.663062095642,625,39.56509184837341,2.4882074001312255,2.466073467473316,35.93
7,10.06334275970459,6289.589224815369,625,39.56936001777649,2.3497759286880493,2.3649493934242587,38.66
8,10.059349955749513,6287.093722343445,625,39.55398201942444,2.2187206214904784,2.2978282187395034,40.34
9,10.063500042724609,6289.687526702881,625,39.572842836380005,2.1023373680114745,2.2592406538641376,41.09
10,10.05991848602295,6287.449053764343,625,39.5644633769989,1.9892661806106566,2.1596676490868734,43.45
11,10.063452531433105,6289.657832145691,625,39.58663606643677,1.8870515197753905,2.126267119577736,44.03
12,10.05892233734131,6286.826460838318,625,39.59095644950867,1.7778018980026244,2.055081488220555,46.04
13,10.063192012023926,6289.495007514954,625,39.599594593048096,1.6818589305877685,2.0362967229952478,46.81
14,10.060079069519043,6287.549418449402,625,39.868178367614746,1.586725708580017,2.0477561335654775,46.69
15,10.226560185241699,6391.600115776062,625,39.79251503944397,1.5012381326675415,2.0044759921966846,47.76
16,10.059972576904297,6287.482860565186,625,39.603734493255615,1.4079725285530091,1.980284744766867,48.81
17,10.063491871643066,6289.6824197769165,625,39.56119966506958,1.320469664287567,2.0023354739899846,48.74
18,10.060274038696289,6287.671274185181,625,39.58586573600769,1.237399578857422,2.009562477184709,49.27
19,10.063559051513671,6289.724407196045,625,39.61114978790283,1.1562950602531432,1.9809715580788387,49.83
20,10.058942004394531,6286.838752746582,625,39.565022468566895,1.0705118726730347,2.0295274796759246,49.45
21,10.063429609680176,6289.64350605011,625,39.563488483428955,0.9957374373435974,2.0210643224655445,50.75
22,10.060334643554688,6287.70915222168,625,39.61165738105774,0.920256773853302,2.0626993923430232,50.06
23,10.062295837402344,6288.934898376465,625,39.58671426773071,0.8465820956230163,2.0739216865247982,50.52
24,10.0584701461792,6286.5438413619995,625,39.5814208984375,0.7726016234397888,2.1001958421840787,50.46
25,10.063287057495117,6289.554410934448,625,39.58431577682495,0.7111079213619232,2.1591757087950496,50.81
26,10.060301866149903,6287.688666343689,625,39.56191086769104,0.6526766339302063,2.183726041939608,50.86
27,10.06368355102539,6289.802219390869,625,39.61161398887634,0.5954075320720673,2.1957875596489878,51.28
28,10.059272940063476,6287.045587539673,625,39.59496712684631,0.5381147841453552,2.24163869991424,51.13
29,10.085269494628907,6303.293434143066,625,39.65358591079712,0.49224076223373414,2.301896901646997,50.79
30,10.156323582458496,6347.70223903656,625,39.73413062095642,0.44758636395931245,2.327351583796702,51.72
31,10.063324752807617,6289.577970504761,625,39.60368824005127,0.4112665109395981,2.3270409152765943,51.47
32,10.059166445922852,6286.979028701782,625,39.58402490615845,0.38138507273197175,2.394595786264748,51.07
33,10.06315599822998,6289.472498893738,625,39.58787703514099,0.34941538870334626,2.4191222517353714,51.19
34,10.060259297180176,6287.66206073761,625,39.566370487213135,0.31687720861434937,2.4691834624405877,51.69
35,10.06284468536377,6289.277928352356,625,39.58967471122742,0.2942383514523506,2.54696690352859,50.86
Total time:,1488.178118,,,,,,
Total Accuracy:,51.76,,,,,,
